time,dt,mCS_xx,mCS_yy,mCS_zz,mEE_xx,mEE_yy,mEE_zz,mME_xx,mME_yy,mME_zz,mTE_xx,mTE_yy,mTE_zz,ndof,nelem,num_lin_it,num_nonlin_it
0.0234375,0.0015625,1.6016017214735e-09,4.7634382364916e-08,24.747870676132,-3.5186546045158e-05,-3.5186545761544e-05,0.00011728848654674,-3.5187735584285e-05,-3.5187865015983e-05,0.0001172909953403,-3.5187735584285e-05,-3.5187865015983e-05,0.0001172909953403,1609870,81880,250,7
0.025,0.0015625,-2.6291450252034e-08,8.4572502983652e-09,26.396993750155,-3.7531270871447e-05,-3.7531270657355e-05,0.00012510423580808,-3.7533962181451e-05,-3.753425569747e-05,0.0001251099121582,-3.7533962181451e-05,-3.753425569747e-05,0.0001251099121582,1609870,81880,235,7
0.0265625,0.0015625,-2.0520347073002e-09,-1.0511565714078e-08,28.045389512406,-3.9874961386827e-05,-3.9874961438947e-05,0.00013291653799135,-3.9880758728969e-05,-3.9881391729007e-05,0.00013292876562355,-3.9880758728969e-05,-3.9881391729007e-05,0.00013292876562355,1609870,81880,245,7
0.028125,0.0015625,9.4418833898555e-08,2.9673621911744e-07,29.6924132975,-4.221670134527e-05,-4.2216700098765e-05,0.0001407223373467,-4.2228657005098e-05,-4.2229961168745e-05,0.00014074755407651,-4.2228657005098e-05,-4.2229961168745e-05,0.00014074755407651,1609870,81880,196,6
0.0296875,0.0015625,1.0100562511873e-07,6.4622296464051e-08,31.336933102742,-4.4554880801913e-05,-4.4554881026076e-05,0.00014851627039362,-4.4578588720785e-05,-4.4581177159798e-05,0.00014856627444621,-4.4578588720785e-05,-4.4581177159798e-05,0.00014856627444621,1609870,81880,208,6
0.03125,0.0015625,3.5154888651279e-09,7.6189560046657e-10,32.977032009478,-4.6886775353349e-05,-4.6886775370314e-05,0.00015628925122367,-4.6932136147052e-05,-4.6937085744546e-05,0.00015638492239161,-4.6932136147052e-05,-4.6937085744546e-05,0.00015638492239161,1609870,81880,222,6
0.0328125,0.0015625,-3.0358368838413e-08,-4.9749232641556e-08,34.609575431125,-4.9207927226403e-05,-4.9207927345873e-05,0.00016402642395809,-4.9291885650476e-05,-4.9301036660048e-05,0.00016420349169634,-4.9291885650476e-05,-4.9301036660048e-05,0.00016420349169634,1609870,81880,230,6
0.034375,0.0015625,-5.8721309032032e-08,-6.3753219903096e-08,36.229628082898,-5.15113197368e-05,-5.1511319767802e-05,0.00017170439867128,-5.1661918391275e-05,-5.1678296786754e-05,0.00017202197434471,-5.1661918391275e-05,-5.1678296786754e-05,0.00017202197434471,1609870,81880,241,6
0.0359375,0.0015625,-6.8622832632247e-08,-8.1534393585466e-08,37.829744722676,-5.378636711358e-05,-5.378636719313e-05,0.00017928788989443,-5.4048407940616e-05,-5.4076797107839e-05,0.00017984036063617,-5.4048407940616e-05,-5.4076797107839e-05,0.00017984036063617,1609870,81880,231,6
0.0375,0.0015625,-7.8247944006221e-08,-8.6680634371739e-08,39.399253096855,-5.6017895645973e-05,-5.6017895697927e-05,0.00018672631822907,-5.6460242267671e-05,-5.650787054119e-05,0.00018765863969403,-5.6460242267671e-05,-5.650787054119e-05,0.00018765863969403,1609870,81880,224,6
0.0390625,0.0015625,-9.4645175217791e-08,-1.1045566377319e-07,40.923796312351,-5.8185492678739e-05,-5.818549277615e-05,0.00019395164158238,-5.8909453157251e-05,-5.8986691221519e-05,0.00019547680050626,-5.8909453157251e-05,-5.8986691221519e-05,0.00019547680050626,1609870,81880,226,6
0.040625,0.0015625,-1.1052755837472e-07,-8.0989141341573e-08,42.385547757575,-6.0263812386271e-05,-6.0263812204281e-05,0.00020087937353095,-6.1411109407157e-05,-6.153197531703e-05,0.00020329483366458,-6.1411109407157e-05,-6.153197531703e-05,0.00020329483366458,1609870,81880,231,8
0.0421875,0.0015625,-1.4354098927802e-07,-2.393247231399e-07,43.764517159096,-6.2224432319774e-05,-6.222443290991e-05,0.00020741477381021,-6.3982298918445e-05,-6.4164526176604e-05,0.00021111273367558,-6.3982298918445e-05,-6.4164526176604e-05,0.00021111273367558,1609870,81880,227,8
0.04375,0.0015625,-1.9181490428385e-07,-2.8097845837842e-07,45.041047436529,-6.4039404447773e-05,-6.4039404997122e-05,0.0002134646804662,-6.6640059718029e-05,-6.690457038838e-05,0.00021893050112771,-6.6640059718029e-05,-6.690457038838e-05,0.00021893050112771,1609870,81880,241,8
0.0453125,0.0015625,-2.6879273828043e-07,-4.9140204999275e-07,46.198985500013,-6.568576194965e-05,-6.5685763321176e-05,0.0002189525389956,-6.9398627415061e-05,-6.9768502561734e-05,0.00022674814370157,-6.9398627415061e-05,-6.9768502561734e-05,0.00022674814370157,1609870,81880,235,8
