time,dt,mCS_xx,mCS_yy,mCS_zz,mEE_xx,mEE_yy,mEE_zz,mTE_xx,mTE_yy,mTE_zz,ndof,nelem,num_lin_it,num_nonlin_it
52.4287,26.2144,80.024868991411,7.5054729255536e-05,6.9132577704682e-05,0.00050971226582942,-0.00015291341644884,-0.00015291346548576,0.00051126248494471,-0.00015351945910134,-0.00015385764194855,203957,7462,21,2
104.8575,52.4288,80.025259439802,0.00014930658519874,0.00014410945768167,0.00050971446761139,-0.00015291383285473,-0.00015291387588827,0.00051344343384622,-0.00015437481890441,-0.00015518185607341,203957,7462,32,3
209.7151,104.8576,80.025959982822,0.00024889602444261,0.00025041396179476,0.00050971853624093,-0.00015291474027395,-0.00015291472770505,0.00051849132690579,-0.00015636885756065,-0.00015823340108321,203957,7462,34,3
419.4303,209.7152,80.027056213681,0.0003488629936671,0.00036099412363294,0.00050972511628373,-0.00015291640954999,-0.00015291630910114,0.00052840067393219,-0.00016031093581739,-0.0001641973404822,203957,7462,37,3
838.8607,419.4304,80.028641190956,0.0004247571223126,0.00045013036857846,0.00050973489633572,-0.00015291912509092,-0.00015291891499398,0.00054525139913849,-0.00016702529009606,-0.00017432925279161,203957,7462,40,3
1677.7215,838.8608,80.030925991777,0.00047421079240184,0.00051266271578252,0.00050974923522118,-0.0001529232954494,-0.00015292297705768,0.00057176798389764,-0.00017752888768231,-0.00019033613350123,203957,7462,42,3
3355.4431,1677.7216,80.034313594745,0.00051080504332252,0.00055679630310722,0.00050977065805313,-0.00015292961982338,-0.00015292923900403,0.0006125118991316,-0.00019349292017359,-0.0002151071797323,203957,7462,46,3
6710.8863,3355.4432,80.039415166275,0.00054237903186896,0.00058808667568017,0.00050980303201633,-0.00015293922673155,-0.00015293884826061,0.00067479591231498,-0.00021758271390619,-0.00025328824138463,203957,7462,49,3
13421.7727,6710.8864,80.047103106282,0.00056455557867125,0.00060426481809588,0.00050985192649786,-0.00015295380672453,-0.00015295347792191,0.00076948729766142,-0.0002537196609686,-0.00031182299484141,203957,7462,51,3
26843.5455,13421.7728,80.058610375892,0.00056479731468975,0.00059691787950933,0.00050992523478557,-0.00015297577955934,-0.00015297551359288,0.00091207584015023,-0.00030739892514159,-0.0004007029733753,203957,7462,55,3
53687.0911,26843.5456,80.075641385113,0.0005301356299966,0.00055596289678959,0.00051003385704175,-0.0001530084654062,-0.00015300825154985,0.0011238865908032,-0.00038593020659496,-0.00053393924412251,203957,7462,61,3
107374.1823,53687.0912,80.100467982988,0.00045786975781481,0.00047538217292719,0.00051019228030197,-0.00015305621108147,-0.00015305606607421,0.0014331392015215,-0.00049859317254052,-0.00073046602583471,203957,7462,72,3
214748.3647,107374.1824,80.136033003943,0.00036451505836654,0.00036439426897657,0.00051041919956144,-0.00015312455225736,-0.00015312455325753,0.0018761856811826,-0.00065701392998979,-0.0010150016571462,203957,7462,74,3
429496.7295,214748.3648,80.186065322396,0.0002787638255608,0.00024147578937006,0.00051073827548096,-0.00015322046672376,-0.0001532207754782,0.0024989646905349,-0.00087605210403684,-0.0014186155532191,203957,7462,109,4
858993.4591,429496.7296,80.255346453056,0.00023278966957818,0.00012312867566985,0.00051117987055766,-0.0001533529177379,-0.00015335382575887,0.0033604282255292,-0.0011753741215792,-0.0019805809768891,203957,7462,132,4
1717986.9183,858993.4592,80.350641255915,0.0002588741578704,3.1117810966468e-05,0.00051178696979824,-0.00015353466775771,-0.00015353655363829,0.0045439531130563,-0.0015833200135115,-0.0027559173511425,203957,7462,150,4
3435973.8367,1717986.9184,80.482865379893,0.00040085238762977,-5.5894150867344e-06,0.00051262896051593,-0.00015378635085832,-0.00015378971629999,0.0061838796559411,-0.0021462778521663,-0.0038325489104172,203957,7462,173,4
6871947.6735,3435973.8368,80.671775248281,0.00072691329968633,4.9831247484361e-05,0.0005138314791396,-0.00015414535420738,-0.00015415096061928,0.0085227946929415,-0.0029486172916994,-0.0053686422369292,203957,7462,218,4
10307921.5103,3435973.8368,80.827779231271,0.001034234757582,0.00012829084066118,0.00051482439792097,-0.00015444164345144,-0.00015444914489788,0.010450356746447,-0.0036103598251007,-0.0066340633117747,203957,7462,223,4
13743895.3471,3435973.8368,80.965941336889,0.0013270373554555,0.00021980669954246,0.00051570367696606,-0.00015470395736128,-0.00015471312551321,0.012154421586597,-0.0041959631412563,-0.0077521718512493,203957,7462,158,3
20615843.0207,6871947.6736,81.209818266037,0.0019082169956568,0.0004411845281532,0.00051725549965338,-0.00015516668546608,-0.00015517883286867,0.015156243436566,-0.0052288100642913,-0.0097205233909562,203957,7462,304,4
25615843.0207,5000000,81.377704868323,0.0023057891775222,0.00059534424588798,0.00051832378680443,-0.00015548525015664,-0.00015549941307646,0.017217166832352,-0.0059383891011488,-0.011071438607631,203957,7462,198,4
30615843.0207,5000000,81.540076316981,0.0026930570567829,0.00074858020072418,0.00051935696704334,-0.00015579334020444,-0.00015580944096822,0.019206306359351,-0.006623711003216,-0.012374841170264,203957,7462,122,3
36000000,5384156.9793,81.711591679186,0.0031077468854508,0.00091520927068068,0.00052044831077923,-0.00015611875362835,-0.00015613690839841,0.021303144435716,-0.0073465075851469,-0.013748444201816,203957,7462,144,3
