time,dt,mCS_xx,mCS_yy,mCS_zz,mEE_xx,mEE_yy,mEE_zz,mTE_xx,mTE_yy,mTE_zz,ndof,nelem,num_lin_it,num_nonlin_it
3.2767,1.6384,80.024474978019,4.8465344422172e-12,-9.7749092369785e-11,0.0005097100317073,-0.00015291300951192,-0.00015291300951277,0.00050978208428678,-0.00015294091118332,-0.00015295716042085,145507,7462,12,1
6.5535,3.2768,80.024480830477,4.9337384980426e-11,-3.7485811104696e-10,0.00050971006898455,-0.00015291302069415,-0.00015291302069766,0.00050985523323495,-0.00015296922889109,-0.00015300197675112,145507,7462,12,1
13.1071,6.5536,80.024492515227,-6.8351482611882e-10,-1.0934953625247e-09,0.00050971014341249,-0.00015291304302499,-0.00015291304302839,0.00051000127681424,-0.00015302574999552,-0.00015309146945962,145507,7462,12,1
26.2143,13.1072,80.024515802085,-2.0788980075164e-09,-3.2612855324996e-09,0.00050971029174323,-0.00015291308752692,-0.00015291308753671,0.00051029235993895,-0.00015313834078979,-0.00015326990246956,145507,7462,24,2
52.4287,26.2144,80.024562059931,-8.2108986372217e-09,-1.2886904218293e-08,0.0005097105864093,-0.00015291317593837,-0.00015291317597709,0.00051087060324115,-0.00015336175811527,-0.00015362461063204,145507,7462,25,2
104.8575,52.4288,80.024653363731,-3.1959607764941e-08,-5.0148555242937e-08,0.00050971116807875,-0.0001529133504843,-0.0001529133506349,0.00051201208944673,-0.0001538018429563,-0.00015432577953089,145507,7462,24,2
209.7151,104.8576,80.024831516601,-1.2116070244143e-07,-1.9043124120763e-07,0.00050971230324891,-0.0001529136912039,-0.00015291369177747,0.00051423990556372,-0.00015465718056022,-0.00015569780473596,145507,7462,26,2
419.4303,209.7152,80.025172491087,-4.3996660505433e-07,-6.9274611352844e-07,0.00050971447662994,-0.00015291434381827,-0.00015291434591135,0.00051850561912562,-0.00015628237806779,-0.00015833745415751,145507,7462,26,2
838.8607,419.4304,80.025806668783,-1.4963738367083e-06,-2.3569461108605e-06,0.00050971852117694,-0.0001529155591715,-0.00015291556629725,0.00052644479124457,-0.00015926726765793,-0.00016329012787846,145507,7462,26,2
1677.7215,838.8608,80.026944510736,-4.5980062446521e-06,-7.3473761709481e-06,0.00050972578404045,-0.00015291774361156,-0.00015291776637704,0.00054070314545647,-0.00016452142715087,-0.00017229144425374,145507,7462,42,3
3355.4431,1677.7216,80.028912362673,-1.2634120372973e-05,-2.0430885973048e-05,0.00050973835848519,-0.00015292153002329,-0.0001529215945825,0.0005653922002386,-0.00017340455518992,-0.00018809241116927,145507,7462,45,3
6710.8863,3355.4432,80.032209371773,-3.0717506907085e-05,-4.9938391751943e-05,0.00050975944948116,-0.00015292788883772,-0.00015292804799154,0.00060681191405606,-0.00018804245222024,-0.00021486594918391,145507,7462,47,3
13421.7727,6710.8864,80.037578688631,-6.7333245458601e-05,-0.00010680862460338,0.00050979382758721,-0.00015293827323087,-0.00015293860009707,0.00067435442066409,-0.00021181409944921,-0.00025862336695562,145507,7462,51,3
26843.5455,13421.7728,80.046063850941,-0.00013727311996592,-0.00020339583380015,0.00050984819141164,-0.00015295474783218,-0.0001529552953451,0.00078121632477009,-0.00024958415339051,-0.00032769402314522,145507,7462,50,3
53687.0911,26843.5456,80.059134345233,-0.00025919825160381,-0.00035066173126014,0.0005099319573454,-0.00015298021849237,-0.00015298097583329,0.00094592469100607,-0.00030785489951645,-0.00043409902846988,145507,7462,57,3
107374.1823,53687.0912,80.079009762563,-0.00043566830702679,-0.00054660876095278,0.00051005926398525,-0.00015301894658884,-0.00015301986520406,0.0011961995627044,-0.00039576972859323,-0.00059640938191882,145507,7462,65,3
214748.3647,107374.1824,80.108851127408,-0.00064064383646656,-0.00077035779931394,0.00051025015559171,-0.00015307684633579,-0.00015307792040045,0.0015712220947235,-0.00052609189624602,-0.00084103480962206,145507,7462,76,3
429496.7295,214748.3648,80.152661075068,-0.00083797484512105,-0.00099129356574969,0.0005105299990802,-0.00015316139432673,-0.00015316266384479,0.0021204841977698,-0.00071511529727652,-0.0012011629595846,145507,7462,104,3
858993.4591,429496.7296,80.215288441122,-0.0010009574947816,-0.0011867506046235,0.00051092958441753,-0.0001532817290742,-0.00015328326748849,0.0029039234615122,-0.00098293768792316,-0.0017166211857342,145507,7462,133,4
1717986.9183,858993.4592,80.303081860517,-0.0011150947968293,-0.0013450963329529,0.00051148929883985,-0.00015344991161817,-0.00015345181608949,0.0040000238158815,-0.0013565191557863,-0.0024389170889631,145507,7462,167,4
3435973.8367,1717986.9184,80.425793305326,-0.0011750971592317,-0.0014688614251569,0.00051227125154714,-0.0001536845377728,-0.00015368697021577,0.0055291637548423,-0.0018777968785105,-0.0034464671327731,145507,7462,175,4
6871947.6735,3435973.8368,80.600818993654,-0.0011774371905677,-0.0015681815867696,0.00051338625910374,-0.00015401880688414,-0.0001540220423473,0.0077055679705842,-0.0026214464465485,-0.0048787761141634,145507,7462,283,4
13743895.3471,6871947.6736,80.863148315669,-0.0011063621825032,-0.0016555927995873,0.00051505717772079,-0.0001545194533697,-0.00015452400113914,0.010958537368216,-0.0037366157447224,-0.0070159079002822,145507,7462,265,4
18743895.3471,5000000,81.03194061196,-0.0010485985005686,-0.001695569110031,0.00051613225389964,-0.00015484154211055,-0.00015484689919203,0.013045075150473,-0.0044533714766193,-0.0083852598612569,145507,7462,206,3
23743895.3471,5000000,81.188257874359,-0.00098981845372803,-0.0017266785899179,0.0005171278523788,-0.00015513980367633,-0.000155145905066,0.014973198394045,-0.0051168000434271,-0.0096495562069819,145507,7462,232,4
28743895.3471,5000000,81.337138158878,-0.00093011703225354,-0.0017527208970225,0.00051807607012902,-0.00015542385827023,-0.00015543066963981,0.016805876377499,-0.0057481754894002,-0.01085047934588,145507,7462,219,4
33743895.3471,5000000,81.481568465085,-0.00086951546361025,-0.0017756770064961,0.00051899593645112,-0.00015569940988463,-0.00015570691313308,0.018580336518205,-0.006360115928511,-0.012012630976261,145507,7462,229,3
36000000,2256104.6529,81.546072855508,-0.00084284758322539,-0.0017846830995656,0.00051940675869244,-0.00015582247961341,-0.00015583027825145,0.019371575341088,-0.0066330873994942,-0.012530733940766,145507,7462,94,3
