time,dt,mCS_xx,mCS_yy,mCS_zz,mEE_xx,mEE_yy,mEE_zz,mTE_xx,mTE_yy,mTE_zz,ndof,nelem,num_lin_it,num_nonlin_it
0.1023,0.0512,80.024609514572,-1.8362844633399e-06,-4.127680913308e-06,0.00050971090002396,-0.00015291327039715,-0.00015291328937049,0.00050971181912199,-0.00015291358506211,-0.00015291389380356,203957,7462,25,2
0.2047,0.1024,80.024610410072,-1.662749284162e-06,-3.9846191223492e-06,0.00050971090512282,-0.00015291327127634,-0.00015291329050201,0.00050971454250021,-0.00015291465256767,-0.00015291554658807,203957,7462,40,3
0.4095,0.2048,80.024612152447,-1.2790958284423e-06,-3.6392572997264e-06,0.00050971091482773,-0.00015291327282199,-0.00015291329236473,0.00050972000078368,-0.00015291679288588,-0.0001529188582568,203957,7462,23,2
0.8191,0.4096,80.024615705711,-5.1776795252645e-07,-2.9740371369838e-06,0.00050971093473409,-0.00015291327603357,-0.0001529132963721,0.00050973096667969,-0.00015292109599002,-0.00015292550836125,203957,7462,23,2
1.6383,0.8192,80.024622931504,1.056290817876e-06,-1.5946681027924e-06,0.00050971097511476,-0.0001529132824507,-0.00015291330440131,0.00050975310173991,-0.0001529297943009,-0.00015293891917627,203957,7462,23,2
3.2767,1.6384,80.024637836626,4.3967514006746e-06,1.347793018136e-06,0.00050971105804626,-0.00015291329527754,-0.0001529133205237,0.00050979823181212,-0.00015294757568211,-0.00015296621388499,203957,7462,24,2
6.5535,3.2768,80.024669286754,1.1749024405858e-05,7.8799673327301e-06,0.00050971123183476,-0.00015291332102543,-0.00015291335306221,0.00050989225767443,-0.00015298478631195,-0.00015302291361536,203957,7462,24,2
13.1071,6.5536,80.024737546768,2.8479946790866e-05,2.2938521087909e-05,0.00050971160586769,-0.0001529133736665,-0.00015291341955091,0.00051009746068836,-0.00015306644364301,-0.00015314620439507,203957,7462,24,2
26.2143,13.1072,80.024888317068,6.6261555559527e-05,5.7601865684841e-05,0.00050971242775823,-0.00015291348735111,-0.00015291355905555,0.00051058634233706,-0.00015326142100015,-0.00015343953998535,203957,7462,23,2
52.4287,26.2144,80.025211828595,0.00014352477475121,0.0001302648001979,0.00050971420185811,-0.00015291375224996,-0.00015291386204593,0.0005118745572267,-0.00015377467018018,-0.00015421329948431,203957,7462,22,2
104.8575,52.4288,80.025834511786,0.00026841172618575,0.00025111344993513,0.00050971769843461,-0.00015291437755315,-0.00015291452078729,0.00051521910182957,-0.00015511688368227,-0.00015621341805313,203957,7462,34,3
209.7151,104.8576,80.026847324539,0.00041856304827725,0.00039855798078293,0.00050972358081676,-0.00015291563822744,-0.00015291580387449,0.00052257130089864,-0.00015809735987183,-0.00016058180231199,203957,7462,35,3
419.4303,209.7152,80.028302953796,0.00055376751833569,0.00053627997780807,0.00050973233082514,-0.0001529178216727,-0.00015291796647399,0.0005359521830686,-0.00016356694314084,-0.00016848869724931,203957,7462,39,3
838.8607,419.4304,80.030306697409,0.00065235776978534,0.00064575860987259,0.00050974469593946,-0.0001529212317136,-0.00015292128635633,0.00055734843159509,-0.00017232874122381,-0.00018111751250175,203957,7462,43,3
1677.7215,838.8608,80.033124348869,0.00072724564623117,0.00073019545453726,0.0005097623383219,-0.00015292630011243,-0.00015292627568726,0.00058971949936513,-0.00018550157497932,-0.0002003081618636,203957,7462,46,3
3355.4431,1677.7216,80.037213258584,0.00079996272308214,0.00080095127476665,0.00050978810818079,-0.00015293378535181,-0.00015293377716635,0.00063815763714451,-0.00020500033099144,-0.00022923676049044,203957,7462,46,3
6710.8863,3355.4432,80.043226674147,0.00087879525119977,0.00086452098879414,0.00050982613808455,-0.00015294489530758,-0.00015294501350211,0.00071052762340762,-0.00023375479357003,-0.00027283660056272,203957,7462,48,3
13421.7727,6710.8864,80.052070990937,0.00095948218953237,0.00092022981833068,0.00050988221068366,-0.00015296138779641,-0.00015296171281605,0.0008181509733634,-0.00027590379359361,-0.0003382880696986,203957,7462,52,3
26843.5455,13421.7728,80.065002545025,0.0010282634549642,0.00096243145616334,0.00050996436520097,-0.00015298574031522,-0.00015298628542094,0.00097681182112956,-0.00033708887678352,-0.00043573060488124,203957,7462,57,3
53687.0911,26843.5456,80.083741573458,0.0010686367960074,0.0009850782143199,0.0005100836016494,-0.00015302133349494,-0.00015302202538129,0.0012080289693225,-0.00042476292203674,-0.00057922580451263,203957,7462,61,3
107374.1823,53687.0912,80.110544081492,0.0010704397946192,0.0009821471881829,0.00051025432041654,-0.00015307253139369,-0.00015307326247897,0.0015398715870773,-0.00054820057650127,-0.00078756248403215,203957,7462,95,4
214748.3647,107374.1824,80.148264732002,0.0010382967931873,0.00095369887696109,0.00051049469511656,-0.00015314475944249,-0.00015314545993479,0.0020076779061306,-0.0007186890704198,-0.0010847843599715,203957,7462,107,4
429496.7295,214748.3648,80.200516971747,0.00099061510386333,0.00090845849027211,0.00051082768948833,-0.00015324482174501,-0.00015324550202271,0.0026560535561913,-0.00095059131732107,-0.0015011248731496,203957,7462,117,4
858993.4591,429496.7296,80.272078999533,0.0009568283733461,0.00085844675635374,0.00051128365870697,-0.00015338168411155,-0.00015338249873641,0.0035438898248459,-0.0012634186558607,-0.0020759516931262,203957,7462,124,4
1717986.9183,858993.4592,80.36983719935,0.00097261178221264,0.00081603662560358,0.00051190637327916,-0.00015356830164975,-0.00015356959813194,0.0047559825683456,-0.0016859699162529,-0.0028652441785952,203957,7462,162,4
3435973.8367,1717986.9184,80.504979813403,0.0010833991706833,0.00080461484097005,0.00051276696438981,-0.0001538258084669,-0.00015382811687217,0.0064298869030266,-0.0022654225279873,-0.0039593513359886,203957,7462,192,5
6871947.6735,3435973.8368,80.697919778654,0.0013723666593421,0.00087072413349428,0.00051399520287526,-0.00015419276932597,-0.00015419692305389,0.0088158430029872,-0.0030880567861595,-0.0055221807063323,203957,7462,226,5
10307921.5103,3435973.8368,80.857354828885,0.001657133486078,0.00094367130432787,0.00051501002921941,-0.00015449574787625,-0.00015450165552489,0.010783530369669,-0.0037657035719255,-0.0068118141719251,203957,7462,166,4
13743895.3471,3435973.8368,80.998693593193,0.0019438618569174,0.00102833140597,0.00051590956646633,-0.00015476415742371,-0.0001547717382491,0.012524775028071,-0.0043653403519752,-0.0079530610053021,203957,7462,132,3
20615843.0207,6871947.6736,81.248699331516,0.0025583938597447,0.0012634041141954,0.00051750033625557,-0.00015523841036197,-0.000155249133207,0.015598375958239,-0.0054240747501816,-0.009967288415371,203957,7462,232,5
25615843.0207,5000000,81.421039862965,0.0029871359185576,0.0014313030728363,0.00051859690656859,-0.00015556531346429,-0.00015557819615664,0.017711404235566,-0.0061520570345332,-0.011351893804085,203957,7462,220,4
30615843.0207,5000000,81.587943576909,0.0034155249424812,0.0016045401103784,0.00051965883794518,-0.00015588184019212,-0.00015589683560793,0.019753499999784,-0.0068558671551793,-0.01268975268246,203957,7462,114,3
36000000,5384156.9793,81.764489265971,0.0038844885160141,0.0018000531799638,0.00052078206307938,-0.00015621657520528,-0.00015623383486093,0.021908993542066,-0.0075989954896834,-0.01410166639937,203957,7462,147,4
