time,dt,mCS_xx,mCS_yy,mCS_zz,mD,mEE_xx,mEE_yy,mEE_zz,mTE_xx,mTE_yy,mTE_zz,ma,mb,ndof,nelem,num_lin_it,num_nonlin_it
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0001,0.0001,0.079999825355989,2.8631935657635e-13,6.59440537277e-09,6.3489305707965e-05,5.0955301514383e-07,-1.528659209225e-07,-1.5286586632151e-07,5.0955301514368e-07,-1.5286592092243e-07,-1.5286586632143e-07,3.7458690367699e-06,0.0055251568126717,1449280,48578,62,2
0.00025,0.00015,0.19999965510876,-5.3879179365217e-14,1.6485470100862e-08,6.3489306433493e-05,1.2738831220582e-06,-3.8216497756893e-07,-3.8216484106459e-07,1.2738831220575e-06,-3.8216497756859e-07,-3.8216484106423e-07,3.7458690795761e-06,0.0055251568126717,1449280,48578,61,2
0.000475,0.000225,0.37999960610779,-1.0507681748838e-13,3.1323479713245e-08,6.3489308468946e-05,2.4203795968839e-06,-7.261139568757e-07,-7.2611369750844e-07,2.4203795968816e-06,-7.261139568746e-07,-7.2611369750725e-07,3.7458691996678e-06,0.0055251568126717,1449280,48578,61,2
0.0008125,0.0003375,0.64999999693908,-1.2161438904651e-13,5.3582198470997e-08,6.3489313783303e-05,4.1401272666526e-06,-1.2420383130988e-06,-1.2420378694235e-06,4.1401272666462e-06,-1.2420383130957e-06,-1.2420378694202e-06,3.7458695132149e-06,0.0055251568126717,1449280,48578,61,2
0.00131875,0.00050625,1.05500162794,2.3862797084827e-13,8.6975413571622e-08,6.3489326622972e-05,6.7197554257788e-06,-2.0159268437858e-06,-2.0159261236092e-06,6.7197554257626e-06,-2.015926843778e-06,-2.0159261236008e-06,3.7458702707553e-06,0.0055251568126717,1449280,48578,67,2
0.002078125,0.000759375,1.6625064251533,3.3394853551256e-13,1.3707303717962e-07,6.3489357117153e-05,1.0589212637142e-05,-3.1767641316406e-06,-3.1767629966437e-06,1.0589212637102e-05,-3.1767641316215e-06,-3.1767629966232e-06,3.745872069912e-06,0.0055251568126717,1449280,48578,62,2
0.0032171875,0.0011390625,2.5737689101319,5.850492624719e-13,2.1224144832183e-07,6.3489427853625e-05,1.6393432143053e-05,-4.9180301701365e-06,-4.918028412728e-06,1.6393432142959e-05,-4.918030170091e-06,-4.9180284126793e-06,3.7458762433639e-06,0.0055251568126717,1449280,48578,56,2
0.00492578125,0.00170859375,3.9406745383962,8.328764862877e-13,3.2504214298155e-07,6.3489590527656e-05,2.5099837203078e-05,-7.5299519683482e-06,-7.5299492769233e-06,2.5099837202858e-05,-7.5299519682421e-06,-7.5299492768095e-06,3.7458858411317e-06,0.0055251568126717,1449280,48578,54,2
0.007488671875,0.002562890625,5.9910597582343,5.2645265292905e-12,4.9434652809753e-07,6.3489961877158e-05,3.8159615349865e-05,-1.1447885832923e-05,-1.1447881739652e-05,3.8159615349356e-05,-1.1447885832678e-05,-1.1447881739389e-05,3.7459077507523e-06,0.0055251568126717,1449280,48578,56,2
0.0113330078125,0.0038443359375,9.0666978393786,2.6268832310412e-11,7.48557591275e-07,6.3490806414971e-05,5.7749666336328e-05,-1.732490176022e-05,-1.732489556219e-05,5.7749666335158e-05,-1.7324901759656e-05,-1.7324895561585e-05,3.7459575784833e-06,0.0055251568126717,1449280,48578,53,2
0.01709951171875,0.00576650390625,13.680290534107,5.4256364623796e-11,1.1304085377511e-06,6.3492722740021e-05,8.713560633738e-05,-2.6140684708921e-05,-2.6140675349299e-05,8.7135606334692e-05,-2.6140684707622e-05,-2.614067534791e-05,3.7460706416612e-06,0.0055251568126717,1449280,48578,52,2
0.025749267578125,0.008649755859375,20.600984640143,1.1708834777737e-10,1.7043681996053e-06,6.3497067436696e-05,0.00013121645941909,-3.9364942058831e-05,-3.9364927947197e-05,0.0001312164594129,-3.9364942055837e-05,-3.9364927944e-05,3.746326978765e-06,0.0055251568126717,1449280,48578,55,2
0.038723901367188,0.012974633789063,30.982712276521,4.7652444499648e-10,2.5682693783256e-06,6.3506918767146e-05,0.00019734211150253,-5.9202639827774e-05,-5.9202618565795e-05,0.00019734211148836,-5.9202639820897e-05,-5.9202618558499e-05,3.7469082072616e-06,0.0055251568126717,1449280,48578,52,2
0.058185852050781,0.019461950683594,46.556848587207,1.268884705824e-09,3.8703250899352e-06,6.3529273164517e-05,0.00029654042946324,-8.8962138445802e-05,-8.8962106409031e-05,0.00029654042946514,-8.8962138443674e-05,-8.8962106413057e-05,3.7482271167065e-06,0.0055251568126717,1449280,48578,51,2
0.087378778076172,0.029192926025391,69.921529939331,4.1611729600317e-09,5.838008724082e-06,6.3580822328815e-05,0.00044536005214446,-0.00013360803012128,-0.00013360798181554,0.00044536018374877,-0.00013360808267427,-0.00013360806086685,3.7512685174001e-06,0.0055251568126717,1449280,48578,51,2
0.13116816711426,0.043789389038086,80.024270429373,8.6225703281508e-09,6.7432126504297e-06,6.3673339074052e-05,0.00050970871594791,-0.00015291263148505,-0.00015291257572093,0.00050970984484388,-0.00015291308230974,-0.00015291325379222,3.756727005369e-06,0.0055251568126717,1449280,48578,51,2
0.19685225067139,0.065684083557129,80.024270572602,1.6680763565158e-08,6.8514523034646e-06,6.3812277767899e-05,0.00050970871663797,-0.00015291263191424,-0.00015291257532059,0.00050971134146113,-0.00015291368009956,-0.00015291415195842,3.7649243883061e-06,0.0055251568126717,1449280,48578,41,2
